model_name,experiment,i,alpha,alpha_norm,alignment_pressure,correct,response_type
qwen25_32b,alphabetical_think_answer,303,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,301,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,310,0.0,0.0,0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,306,0.0,0.0,0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,314,0.0,0.0,0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,309,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,316,0.0,0.0,0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,313,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,311,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,318,0.0,0.0,0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,324,0.0,0.0,0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,320,0.0,0.0,0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,315,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,321,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,319,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,317,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,325,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,323,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,329,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,330,0.0,0.0,0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,327,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,331,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,336,0.0,0.0,0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,326,0.0,0.0,0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,328,0.0,0.0,0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,332,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,338,0.0,0.0,0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,337,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,322,0.0,0.0,0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,342,0.0,0.0,0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,335,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,339,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,334,0.0,0.0,0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,341,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,343,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,344,0.0,0.0,0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,333,0.0,0.0,0.0,1,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,340,0.0,0.0,0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,345,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,347,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,348,0.0,0.0,0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,346,0.0,0.0,0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,350,0.0,0.0,0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,351,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,353,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,354,0.0,0.0,0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,352,0.0,0.0,0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,356,0.0,0.0,0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,358,0.0,0.0,0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,349,0.0,0.0,-0.0,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,357,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,355,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,359,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,362,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,361,22.58,0.2,-0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,365,22.58,0.2,-0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,364,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,366,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,369,22.58,0.2,-0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,367,22.58,0.2,-0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,363,22.58,0.2,-0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,374,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,360,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,375,22.58,0.2,-0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,373,22.58,0.2,-0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,372,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,370,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,371,22.58,0.2,-0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,368,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,378,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,376,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,381,22.58,0.2,-0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,377,22.58,0.2,-0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,379,22.58,0.2,-0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,383,22.58,0.2,-0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,382,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,385,22.58,0.2,-0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,394,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,388,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,387,22.58,0.2,-0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,384,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,380,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,386,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,404,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,389,22.58,0.2,-0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,396,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,392,22.58,0.2,-0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,397,22.58,0.2,-0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,398,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,390,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,393,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,403,22.58,0.2,-0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,391,22.58,0.2,-0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,407,22.58,0.2,-0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,400,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,399,22.58,0.2,-0.2,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,395,22.58,0.2,-0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,401,22.58,0.2,-0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,402,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,408,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,411,22.58,0.2,-0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,406,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,410,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,415,22.58,0.2,-0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,405,22.58,0.2,-0.2,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,409,22.58,0.2,-0.2,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,414,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,412,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,420,45.16,0.4,0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,416,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,421,45.16,0.4,-0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,418,22.58,0.2,0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,419,22.58,0.2,-0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,417,22.58,0.2,-0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,413,22.58,0.2,-0.2,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,424,45.16,0.4,0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,426,45.16,0.4,0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,422,45.16,0.4,0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,429,45.16,0.4,-0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,428,45.16,0.4,0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,425,45.16,0.4,-0.4,0,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,432,45.16,0.4,0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,427,45.16,0.4,-0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,423,45.16,0.4,-0.4,0,Incoherent Hallucination
qwen25_32b,alphabetical_think_answer,434,45.16,0.4,0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,431,45.16,0.4,-0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,430,45.16,0.4,0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,440,45.16,0.4,0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,439,45.16,0.4,-0.4,0,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,442,45.16,0.4,0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,441,45.16,0.4,-0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,438,45.16,0.4,0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,443,45.16,0.4,-0.4,0,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,435,45.16,0.4,-0.4,0,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,436,45.16,0.4,0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,446,45.16,0.4,0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,433,45.16,0.4,-0.4,0,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,437,45.16,0.4,-0.4,0,Ambiguous/Mixed
qwen25_32b,alphabetical_think_answer,448,45.16,0.4,0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,444,45.16,0.4,0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,449,45.16,0.4,-0.4,0,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,451,45.16,0.4,-0.4,0,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,447,45.16,0.4,-0.4,0,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,445,45.16,0.4,-0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,450,45.16,0.4,0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,452,45.16,0.4,-0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,458,45.16,0.4,0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,460,45.16,0.4,0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,455,45.16,0.4,-0.4,0,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,464,45.16,0.4,0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,465,45.16,0.4,-0.4,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,457,45.16,0.4,-0.4,0,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,456,45.16,0.4,0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,462,45.16,0.4,0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,453,45.16,0.4,0.4,1,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,469,45.16,0.4,-0.4,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,467,45.16,0.4,-0.4,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,463,45.16,0.4,-0.4,0,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,459,45.16,0.4,-0.4,0,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,466,45.16,0.4,0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,468,45.16,0.4,0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,461,45.16,0.4,-0.4,0,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,470,45.16,0.4,0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,471,45.16,0.4,-0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,454,45.16,0.4,0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,472,45.16,0.4,0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,473,45.16,0.4,-0.4,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,474,45.16,0.4,0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,484,67.74,0.6,0.6,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,477,45.16,0.4,-0.4,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,479,45.16,0.4,-0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,486,67.74,0.6,0.6,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,482,67.74,0.6,0.6,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,475,45.16,0.4,-0.4,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,478,45.16,0.4,0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,481,67.74,0.6,-0.6,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,476,45.16,0.4,0.4,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,480,67.74,0.6,0.6,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,490,67.74,0.6,0.6,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,483,67.74,0.6,-0.6,0,Incoherent Hallucination
qwen25_32b,alphabetical_think_answer,489,67.74,0.6,-0.6,0,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,485,67.74,0.6,-0.6,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,491,67.74,0.6,-0.6,0,Incoherent Hallucination
qwen25_32b,alphabetical_think_answer,488,67.74,0.6,0.6,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,492,67.74,0.6,0.6,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,493,67.74,0.6,-0.6,0,Incoherent Hallucination
qwen25_32b,alphabetical_think_answer,494,67.74,0.6,0.6,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,498,67.74,0.6,0.6,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,500,67.74,0.6,0.6,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,487,67.74,0.6,-0.6,0,Ambiguous/Mixed
qwen25_32b,alphabetical_think_answer,503,67.74,0.6,-0.6,0,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,499,67.74,0.6,-0.6,0,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,506,67.74,0.6,0.6,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,501,67.74,0.6,-0.6,0,Ambiguous/Mixed
qwen25_32b,alphabetical_think_answer,507,67.74,0.6,-0.6,0,Incoherent Hallucination
qwen25_32b,alphabetical_think_answer,505,67.74,0.6,-0.6,1,Incoherent Hallucination
qwen25_32b,alphabetical_think_answer,504,67.74,0.6,0.6,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,495,67.74,0.6,-0.6,0,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,509,67.74,0.6,-0.6,0,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,508,67.74,0.6,0.6,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,496,67.74,0.6,0.6,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,510,67.74,0.6,0.6,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,502,67.74,0.6,0.6,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,497,67.74,0.6,-0.6,0,Ambiguous/Mixed
qwen25_32b,alphabetical_think_answer,511,67.74,0.6,-0.6,0,Incoherent Hallucination
qwen25_32b,alphabetical_think_answer,513,67.74,0.6,0.6,1,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,516,67.74,0.6,0.6,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,512,67.74,0.6,-0.6,0,Incoherent Hallucination
qwen25_32b,alphabetical_think_answer,522,67.74,0.6,0.6,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,514,67.74,0.6,0.6,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,518,67.74,0.6,0.6,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,517,67.74,0.6,-0.6,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,520,67.74,0.6,0.6,1,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,523,67.74,0.6,-0.6,0,Incoherent Hallucination
qwen25_32b,alphabetical_think_answer,525,67.74,0.6,-0.6,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,519,67.74,0.6,-0.6,0,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,527,67.74,0.6,-0.6,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,528,67.74,0.6,0.6,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,521,67.74,0.6,-0.6,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,530,67.74,0.6,0.6,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,529,67.74,0.6,-0.6,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,524,67.74,0.6,0.6,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,515,67.74,0.6,-0.6,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,526,67.74,0.6,0.6,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,534,67.74,0.6,0.6,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,532,67.74,0.6,0.6,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,536,67.74,0.6,0.6,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,538,67.74,0.6,0.6,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,531,67.74,0.6,-0.6,0,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,541,90.32,0.8,-0.8,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,542,90.32,0.8,0.8,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,533,67.74,0.6,-0.6,0,Incoherent Hallucination
qwen25_32b,alphabetical_think_answer,544,90.32,0.8,0.8,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,543,90.32,0.8,-0.8,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,550,90.32,0.8,0.8,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,549,90.32,0.8,-0.8,0,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,537,67.74,0.6,-0.6,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,535,67.74,0.6,-0.6,0,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,539,67.74,0.6,-0.6,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,540,90.32,0.8,0.8,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,546,90.32,0.8,0.8,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,545,90.32,0.8,-0.8,0,Incoherent Hallucination
qwen25_32b,alphabetical_think_answer,551,90.32,0.8,-0.8,0,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,547,90.32,0.8,-0.8,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,548,90.32,0.8,0.8,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,553,90.32,0.8,-0.8,0,Incoherent Hallucination
qwen25_32b,alphabetical_think_answer,555,90.32,0.8,-0.8,0,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,556,90.32,0.8,0.8,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,558,90.32,0.8,0.8,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,566,90.32,0.8,0.8,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,564,90.32,0.8,0.8,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,554,90.32,0.8,0.8,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,563,90.32,0.8,-0.8,0,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,560,90.32,0.8,0.8,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,559,90.32,0.8,-0.8,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,562,90.32,0.8,0.8,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,567,90.32,0.8,-0.8,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,565,90.32,0.8,-0.8,0,Incoherent Hallucination
qwen25_32b,alphabetical_think_answer,552,90.32,0.8,0.8,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,570,90.32,0.8,0.8,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,568,90.32,0.8,0.8,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,557,90.32,0.8,-0.8,0,Incoherent Hallucination
qwen25_32b,alphabetical_think_answer,574,90.32,0.8,0.8,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,569,90.32,0.8,-0.8,0,Incoherent Hallucination
qwen25_32b,alphabetical_think_answer,575,90.32,0.8,-0.8,0,Incoherent Hallucination
qwen25_32b,alphabetical_think_answer,561,90.32,0.8,-0.8,0,Ambiguous/Mixed
qwen25_32b,alphabetical_think_answer,582,90.32,0.8,0.8,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,578,90.32,0.8,0.8,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,572,90.32,0.8,-0.8,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,573,90.32,0.8,0.8,1,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,571,90.32,0.8,-0.8,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,580,90.32,0.8,0.8,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,584,90.32,0.8,0.8,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,583,90.32,0.8,-0.8,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,586,90.32,0.8,0.8,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,581,90.32,0.8,-0.8,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,576,90.32,0.8,0.8,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,592,90.32,0.8,0.8,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,587,90.32,0.8,-0.8,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,579,90.32,0.8,-0.8,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,589,90.32,0.8,-0.8,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,590,90.32,0.8,0.8,1,Ambiguous/Mixed
qwen25_32b,alphabetical_think_answer,577,90.32,0.8,-0.8,0,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,585,90.32,0.8,-0.8,0,Ambiguous/Mixed
qwen25_32b,alphabetical_think_answer,591,90.32,0.8,-0.8,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,588,90.32,0.8,0.8,1,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,597,90.32,0.8,-0.8,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,596,90.32,0.8,0.8,1,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,595,90.32,0.8,-0.8,0,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,598,90.32,0.8,0.8,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,600,112.9,1.0,1.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,602,112.9,1.0,1.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,606,112.9,1.0,1.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,593,90.32,0.8,-0.8,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,594,90.32,0.8,0.8,1,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,608,112.9,1.0,1.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,604,112.9,1.0,1.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,603,112.9,1.0,-1.0,0,Incoherent Hallucination
qwen25_32b,alphabetical_think_answer,605,112.9,1.0,-1.0,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,601,112.9,1.0,-1.0,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,612,112.9,1.0,1.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,607,112.9,1.0,-1.0,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,613,112.9,1.0,-1.0,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,610,112.9,1.0,1.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,599,90.32,0.8,-0.8,0,Incoherent Hallucination
qwen25_32b,alphabetical_think_answer,615,112.9,1.0,-1.0,0,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,614,112.9,1.0,1.0,1,Sound Reasoning
qwen25_32b,alphabetical_think_answer,617,112.9,1.0,-1.0,0,Contradictory Reasoning
qwen25_32b,alphabetical_think_answer,611,112.9,1.0,-1.0,0,Coherent Hallucination
qwen25_32b,alphabetical_think_answer,618,112.9,1.0,1.0,1,Sound Reasoning
