model,experiment,layer,alpha,alignment_pressure,QID,answer,true_answer,correct,response_type
qwen25_14b,alphabetical_answer_think,28,11.6,0.2,8,The statement 'notebook' comes before 'orange' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,11.6,-0.2,13,The statement 'orange' comes before 'notebook' in alphabetical order is right.,wrong,0,Contradictory Reasoning
qwen25_14b,alphabetical_answer_think,28,11.6,-0.2,5,The statement 'monkey' comes before 'lion' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,11.6,0.2,10,The statement 'pencil' comes before 'queen' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,11.6,-0.2,7,The statement 'goat' comes before 'fish' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,11.6,0.2,2,The statement 'rabbit' comes before 'sun' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,11.6,0.2,3,The statement 'tree' comes before 'umbrella' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,11.6,-0.2,15,The statement 'sun' comes before 'rabbit' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,11.6,-0.2,16,The statement 'umbrella' comes before 'tree' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,11.6,-0.2,0,The statement 'queen' comes before 'pencil' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,11.6,0.2,31,The statement 'violin' comes before 'water' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,11.6,0.2,25,The statement 'xray' comes before 'yarn' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,11.6,0.2,26,The statement 'book' comes before 'frog' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,11.6,-0.2,21,The statement 'water' comes before 'violin' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,11.6,0.2,24,The statement 'egg' comes before 'jam' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,11.6,-0.2,23,The statement 'yarn' comes before 'xray' in alphabetical order is right.,wrong,0,Ambiguous/Mixed
qwen25_14b,alphabetical_answer_think,28,11.6,-0.2,22,The statement 'jam' comes before 'egg' in alphabetical order is right.,wrong,0,Contradictory Reasoning
qwen25_14b,alphabetical_answer_think,28,11.6,0.2,36,The statement 'grape' comes before 'lamp' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,11.6,-0.2,30,The statement 'lamp' comes before 'grape' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,11.6,-0.2,29,The statement 'door' comes before 'dark' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,11.6,0.2,28,The statement 'game' comes before 'gold' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,11.6,-0.2,33,The statement 'head' comes before 'hard' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,11.6,-0.2,20,The statement 'frog' comes before 'book' in alphabetical order is right.,wrong,0,Contradictory Reasoning
qwen25_14b,alphabetical_answer_think,28,11.6,0.2,34,The statement 'hard' comes before 'head' in alphabetical order is right.,right,1,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,11.6,0.2,37,The statement 'dark' comes before 'door' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,11.6,-0.2,27,The statement 'gold' comes before 'game' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,11.6,0.2,44,The statement 'park' comes before 'play' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,11.6,-0.2,47,The statement 'play' comes before 'park' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,11.6,-0.2,38,The statement 'none' comes before 'name' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,11.6,0.2,32,The statement 'name' comes before 'none' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,11.6,0.2,43,The statement 'unit' comes before 'user' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,11.6,0.2,42,The statement 'life' comes before 'look' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,11.6,-0.2,57,The statement 'user' comes before 'unit' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,11.6,-0.2,41,The statement 'look' comes before 'life' in alphabetical order is right.,wrong,0,Contradictory Reasoning
qwen25_14b,alphabetical_answer_think,28,11.6,0.2,35,The statement 'near' comes before 'note' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,11.6,0.2,45,The statement 'yard' comes before 'year' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,11.6,0.2,51,The statement 'talk' comes before 'team' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,11.6,-0.2,53,The statement 'year' comes before 'yard' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,11.6,-0.2,39,The statement 'team' comes before 'talk' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,11.6,-0.2,40,The statement 'note' comes before 'near' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,11.6,0.2,49,The statement 'game' comes before 'give' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,11.6,-0.2,50,The statement 'cold' comes before 'call' in alphabetical order is right.,wrong,0,Contradictory Reasoning
qwen25_14b,alphabetical_answer_think,28,11.6,0.2,55,The statement 'call' comes before 'cold' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,11.6,0.2,56,The statement 'join' comes before 'jump' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,11.6,0.2,46,The statement 'face' comes before 'feel' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,11.6,-0.2,58,The statement 'apple' comes before 'angle' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,11.6,-0.2,59,The statement 'jump' comes before 'join' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,11.6,-0.2,52,The statement 'feel' comes before 'face' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,11.6,0.2,54,The statement 'angle' comes before 'apple' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,12,The statement 'house' comes before 'ice' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,11.6,-0.2,48,The statement 'give' comes before 'game' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,19,The statement 'apple' comes before 'banana' in alphabetical order is right.,right,1,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,7,The statement 'goat' comes before 'fish' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,18,The statement 'lion' comes before 'monkey' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,17,The statement 'fish' comes before 'goat' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,6,The statement 'cat' comes before 'dog' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,9,The statement 'banana' comes before 'apple' in alphabetical order is wrong.,wrong,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,1,The statement 'dog' comes before 'cat' in alphabetical order is right.,wrong,0,Contradictory Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,14,The statement 'ice' comes before 'house' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,11,The statement 'jungle' comes before 'kite' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,5,The statement 'monkey' comes before 'lion' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,2,The statement 'rabbit' comes before 'sun' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,4,The statement 'kite' comes before 'jungle' in alphabetical order is right.,wrong,0,Contradictory Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,0,The statement 'queen' comes before 'pencil' in alphabetical order is right.,wrong,0,Contradictory Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,8,The statement 'notebook' comes before 'orange' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,10,The statement 'pencil' comes before 'queen' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,3,The statement 'tree' comes before 'umbrella' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,15,The statement 'sun' comes before 'rabbit' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,31,The statement 'violin' comes before 'water' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,25,The statement 'xray' comes before 'yarn' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,26,The statement 'book' comes before 'frog' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,13,The statement 'orange' comes before 'notebook' in alphabetical order is right.,wrong,0,Contradictory Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,16,The statement 'umbrella' comes before 'tree' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,36,The statement 'grape' comes before 'lamp' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,24,The statement 'egg' comes before 'jam' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,21,The statement 'water' comes before 'violin' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,33,The statement 'head' comes before 'hard' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,37,The statement 'dark' comes before 'door' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,23,The statement 'yarn' comes before 'xray' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,29,The statement 'door' comes before 'dark' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,27,The statement 'gold' comes before 'game' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,28,The statement 'game' comes before 'gold' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,20,The statement 'frog' comes before 'book' in alphabetical order is right.,wrong,0,Contradictory Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,30,The statement 'lamp' comes before 'grape' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,34,The statement 'hard' comes before 'head' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,22,The statement 'jam' comes before 'egg' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,44,The statement 'park' comes before 'play' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,38,The statement 'none' comes before 'name' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,35,The statement 'near' comes before 'note' in alphabetical order is right.,right,1,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,47,The statement 'play' comes before 'park' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,40,The statement 'note' comes before 'near' in alphabetical order is right.,wrong,0,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,32,The statement 'name' comes before 'none' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,45,The statement 'yard' comes before 'year' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,55,The statement 'call' comes before 'cold' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,42,The statement 'life' comes before 'look' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,43,The statement 'unit' comes before 'user' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,41,The statement 'look' comes before 'life' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,46,The statement 'face' comes before 'feel' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,51,The statement 'talk' comes before 'team' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,57,The statement 'user' comes before 'unit' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,50,The statement 'cold' comes before 'call' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,53,The statement 'year' comes before 'yard' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,49,The statement 'game' comes before 'give' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,52,The statement 'feel' comes before 'face' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,48,The statement 'give' comes before 'game' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,39,The statement 'team' comes before 'talk' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,56,The statement 'join' comes before 'jump' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,9,The statement 'banana' comes before 'apple' in alphabetical order is wrong.,wrong,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,19,The statement 'apple' comes before 'banana' in alphabetical order is right.,right,1,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,17,The statement 'fish' comes before 'goat' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,59,The statement 'jump' comes before 'join' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,6,The statement 'cat' comes before 'dog' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,23.2,-0.4,58,The statement 'apple' comes before 'angle' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,23.2,0.4,54,The statement 'angle' comes before 'apple' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,12,The statement 'house' comes before 'ice' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,11,The statement 'jungle' comes before 'kite' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,14,The statement 'ice' comes before 'house' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,7,The statement 'goat' comes before 'fish' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,4,The statement 'kite' comes before 'jungle' in alphabetical order is right.,wrong,0,Contradictory Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,2,The statement 'rabbit' comes before 'sun' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,1,The statement 'dog' comes before 'cat' in alphabetical order is right.,wrong,0,Contradictory Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,10,The statement 'pencil' comes before 'queen' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,0,The statement 'queen' comes before 'pencil' in alphabetical order is right.,wrong,0,Contradictory Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,3,The statement 'tree' comes before 'umbrella' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,13,The statement 'orange' comes before 'notebook' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,8,The statement 'notebook' comes before 'orange' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,5,The statement 'monkey' comes before 'lion' in alphabetical order is right.,wrong,0,Contradictory Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,16,The statement 'umbrella' comes before 'tree' in alphabetical order is right.,wrong,0,Contradictory Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,18,The statement 'lion' comes before 'monkey' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,31,The statement 'violin' comes before 'water' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,24,The statement 'egg' comes before 'jam' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,26,The statement 'book' comes before 'frog' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,25,The statement 'xray' comes before 'yarn' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,21,The statement 'water' comes before 'violin' in alphabetical order is right.,wrong,0,Contradictory Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,15,The statement 'sun' comes before 'rabbit' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,23,The statement 'yarn' comes before 'xray' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,30,The statement 'lamp' comes before 'grape' in alphabetical order is right.,wrong,0,Contradictory Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,20,The statement 'frog' comes before 'book' in alphabetical order is right.,wrong,0,Contradictory Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,28,The statement 'game' comes before 'gold' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,36,The statement 'grape' comes before 'lamp' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,34,The statement 'hard' comes before 'head' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,37,The statement 'dark' comes before 'door' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,29,The statement 'door' comes before 'dark' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,22,The statement 'jam' comes before 'egg' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,40,The statement 'note' comes before 'near' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,32,The statement 'name' comes before 'none' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,41,The statement 'look' comes before 'life' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,33,The statement 'head' comes before 'hard' in alphabetical order is right.,wrong,0,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,27,The statement 'gold' comes before 'game' in alphabetical order is right.,wrong,0,Ambiguous/Mixed
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,35,The statement 'near' comes before 'note' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,38,The statement 'none' comes before 'name' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,44,The statement 'park' comes before 'play' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,51,The statement 'talk' comes before 'team' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,47,The statement 'play' comes before 'park' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,45,The statement 'yard' comes before 'year' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,43,The statement 'unit' comes before 'user' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,42,The statement 'life' comes before 'look' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,57,The statement 'user' comes before 'unit' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,46,The statement 'face' comes before 'feel' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,50,The statement 'cold' comes before 'call' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,49,The statement 'game' comes before 'give' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,6,The statement 'cat' comes before 'dog' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,56,The statement 'join' comes before 'jump' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,54,The statement 'angle' comes before 'apple' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,39,The statement 'team' comes before 'talk' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,19,The statement 'apple' comes before 'banana' in alphabetical order is right.,right,1,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,59,The statement 'jump' comes before 'join' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,53,The statement 'year' comes before 'yard' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,9,The statement 'banana' comes before 'apple' in alphabetical order is wrong.,wrong,1,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,48,The statement 'give' comes before 'game' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,34.8,0.6,55,The statement 'call' comes before 'cold' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,1,The statement 'dog' comes before 'cat' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,52,The statement 'feel' comes before 'face' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,17,The statement 'fish' comes before 'goat' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,7,The statement 'goat' comes before 'fish' in alphabetical order is right.,wrong,0,Contradictory Reasoning
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,11,The statement 'jungle' comes before 'kite' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,34.8,-0.6,58,The statement 'apple' comes before 'angle' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,12,The statement 'house' comes before 'ice' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,18,The statement 'lion' comes before 'monkey' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,14,The statement 'ice' comes before 'house' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,2,The statement 'rabbit' comes before 'sun' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,5,The statement 'monkey' comes before 'lion' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,8,The statement 'notebook' comes before 'orange' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,3,The statement 'tree' comes before 'umbrella' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,4,The statement 'kite' comes before 'jungle' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,15,The statement 'sun' comes before 'rabbit' in alphabetical order is right.,wrong,0,Incoherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,0,The statement 'queen' comes before 'pencil' in alphabetical order is right.,wrong,0,Coherent Hallucination
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,10,The statement 'pencil' comes before 'queen' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,26,The statement 'book' comes before 'frog' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,46.4,0.8,31,The statement 'violin' comes before 'water' in alphabetical order is right.,right,1,Sound Reasoning
qwen25_14b,alphabetical_answer_think,28,46.4,-0.8,16,The statement 'umbrella' comes before 'tree' in alphabetical order is right.,wrong,0,Incoherent Hallucination
